object_id,id_p,id_c,cod_via,nome_rua,ponto_referencia,freguesia,situacao,implantacao,global_id,lon,lat,location
057,057,485,66839,Rua Tomás da Fonseca,Cruzamento com Rua António Albino Machado,São Domingos de Benfica,Em operação,Definida,b588f83e-343a-4df6-bea5-3c1426fbfc54,-9.16999335738119,38.7560628650287,0101000020E610000099FA8C5E095722C05982FFAAC6604340
018,018,442,66964,Campo Pequeno,Praça do Campo Pequeno,Avenidas Novas,Em operação,Definida,71ab8f7f-2093-452b-81c5-dcb3407f7445,-9.14531801535166,38.7433758836424,0101000020E6100000F6E8761F674A22C08A70E2F0265F4340
017,017,428,66803,Avenida da República,NaN,Avenidas Novas,Em operação,Definida,c7b5f3d5-e010-42a7-a63a-a02155e79919,-9.14674967052989,38.7404146193281,0101000020E6100000D23FD7C5224B22C04BBFFFE7C55E4340
055,055,306,34187,Avenida da Liberdade,NaN,Santo António,Em operação,Definida,f741dfc4-7178-40a2-b923-e15ae54606f2,-9.14838196959699,38.7227448218995,0101000020E61000006478B5B8F84B22C0B2B4FEE6825C4340
095,095,222,100029,Praça da Figueira,NaN,Santa Maria Maior,Em operação,Definida,124974bb-9fe0-4cc2-8087-0588f0ef1e86,-9.13801628470276,38.7136817505958,0101000020E6100000413A0A12AA4622C0CF4771EC595B4340
094,094,223,34131,Praça D. Pedro IV,NaN,Santa Maria Maior,Em operação,Definida,0ad288da-b74d-41f4-a752-ce4e4e51b628,-9.13897097296299,38.7130938165529,0101000020E61000004EF00F34274722C08A897EA8465B4340
117,117,309,34191,Rua da Palma,NaN,Santa Maria Maior,Em operação,Definida,85205ac3-3826-4f00-a331-799faa7dedd3,-9.13579182884364,38.7190835557007,0101000020E61000001AE5AF81864522C0B76911EE0A5C4340
138,138,203,100003,Avenida de Brasília,Padrão dos Descobrimentos,Belém,Em operação,Definida,1286cccb-9281-40ec-aeda-f19e681bef1f,-9.20627789047538,38.6935241046304,0101000020E610000092F572419D6922C00830DA65C5584340
136,136,205,100003,Avenida de Brasília,Parque de estacionamento - Café Inn,Belém,Em operação,Definida,ceaa95f8-5d77-4f26-b22e-d8fee4ba351c,-9.18771810170212,38.6968381907044,0101000020E61000000A5B47961C6022C0F0D66BFE31594340
135,135,206,100185,Doca de Alcântara,Junto à GNR,Estrela,Em operação,Definida,8815737e-2c5a-481a-9d7a-47342b2151d3,-9.17479098827368,38.7013437754527,0101000020E6100000BD8A54347E5922C0486901A2C5594340
133B,133B,208,100021,Cais do Sodré,Interface Cais do Sodré - Terminal de autocarros,Misericórdia,Em operação,Definida,fd7d9954-f1bf-4d9d-a364-ca6d56430306,-9.14371302431543,38.7052598237295,0101000020E610000057E3E6C0944922C0EB0C33F4455A4340
129,129,213,462,Avenida Infante Dom Henrique,Estação ferroviária Santa Apolónia,São Vicente,Em operação,Definida,595fac59-0958-44f0-8314-4fb40cbf746d,-9.12248373000247,38.7134566410898,0101000020E61000002F4EFD2FB63E22C01F4C168C525B4340
124,124,211,462,Avenida Infante Dom Henrique,Doca da Marinha,Santa Maria Maior,Em operação,Definida,be5f34f6-e11e-4bbf-bc28-7ce6b828cd87,-9.13245032830956,38.7077452099615,0101000020E610000038DE8887D04322C0B8572165975A4340
118,118,310,34504,Largo do Intendente Pina Manique,NaN,Arroios,Em operação,Definida,b57f6219-2b77-4af1-b65a-aa9a6c078b65,-9.13480301164374,38.7208267153154,0101000020E610000008D37CE6044522C06E2EC00C445C4340
